Xnose1,Ynose1,Xnose2,Ynose2,Xneck1,Yneck1,Xneck2,Yneck2,XRshoulder1,YRshoulder1,XRshoulder2,YRshoulder2,XRelbow1,YRelbow1,XRelbow2,YRelbow2,XRwrist1,YRwrist1,XRwrist2,YRwrist2,XLShoulder1,YLShoulder1,XLShoulder2,YLShoulder2,XLelbow1,YLelbow1,XLelbow2,YLelbow2,XLwrist1,YLwrist1,XLwrist2,YLwrist2,XRhip1,YRhip1,XRhip2,YRhip2,XRknee1,YRknee1,XRknee2,YRknee2,XRankle1,YRankle1,XRankle2,YRankle2,XLhip1,YLhip1,XLhip2,YLhip2,XLknee1,YLknee1,XLknee2,YLknee2,XLankle1,YLankle1,XLankle2,YLankle2,XReye1,YReye1,XReye2,YReye2,XLeye1,YLeye1,XLeye2,YLeye2,XRear1,YRear1,XRear2,YRear2,XLear1,YLear1,XLear2,YLear2,DistNeckHip1,DistNeckHip2,DistNoseLWrist1,DistNoseRWrist1,DistNoseLKnee1,DistNoseRKnee1,DistLHipLWrist1,DistLHipRWrist1,DistRHipLWrist1,DistRHipRWrist1,DistLHipLKnee1,DistLHipRKnee1,DistRHipLKnee1,DistRHipRKnee1,DistNoseLWrist2,DistNoseRWrist2,DistNoseLKnee2,DistNoseRKnee2,DistLHipLWrist2,DistLHipRWrist2,DistRHipLWrist2,DistRHipRWrist2,DistLHipLKnee2,DistLHipRKnee2,DistRHipLKnee2,DistRHipRKnee2,Violence
0,0,0,0,80,64,128,64,96,64,136,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,96,136,88,88,120,128,112,80,152,136,136,80,96,128,96,88,120,128,112,72,152,128,144,0,0,0,0,0,0,0,0,88,56,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,50.59644256,50.59644256,50.59644256,50.59644256,0,0,0,0,0,0,0,0,46.64761516,46.64761516,57.68882041,57.68882041,0
0,0,0,0,80,64,128,64,96,72,0,0,0,0,0,0,0,0,0,0,72,64,0,0,64,80,0,0,0,0,0,0,80,104,136,96,96,128,128,120,88,152,136,144,72,104,128,96,80,128,128,120,72,160,136,144,0,0,0,0,0,0,0,0,88,56,0,0,80,56,0,0,40.79215611,32,0,0,0,0,0,0,0,0,58.24087911,58.24087911,50.59644256,50.59644256,0,0,0,0,0,0,0,0,57.68882041,45.254834,64.49806199,51.2249939,0
0,0,120,64,80,80,128,80,0,0,0,0,0,0,0,0,0,0,0,0,72,80,0,0,0,0,0,0,0,0,0,0,72,112,128,104,88,136,128,128,88,160,136,152,72,112,128,104,88,136,128,128,88,160,128,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.984845,24,0,0,0,0,0,0,0,0,58.24087911,58.24087911,58.24087911,58.24087911,0,0,78.79086241,78.79086241,0,0,0,0,51.2249939,51.2249939,51.2249939,51.2249939,0
0,0,0,0,120,88,72,88,128,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,120,64,128,120,144,72,152,128,168,56,184,120,120,64,128,120,144,72,152,128,168,56,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40.79215611,0,0,0,0,0,0,0,0,57.68882041,57.68882041,64.49806199,64.49806199,0,0,0,0,0,0,0,0,58.24087911,58.24087911,58.24087911,58.24087911,0
112,72,0,0,120,80,72,96,128,80,0,0,128,96,0,0,0,0,0,0,104,80,0,0,112,104,0,0,0,0,0,0,128,112,64,128,128,136,80,144,136,160,88,168,120,112,64,128,120,144,72,152,128,168,56,184,0,0,0,0,112,72,0,0,120,72,0,0,120,72,0,0,32,32.984845,0,0,89.4427191,78.79086241,0,0,0,0,62.48199741,51.2249939,68.81860214,57.68882041,0,0,0,0,0,0,0,0,58.24087911,64.49806199,58.24087911,64.49806199,0
104,80,0,0,120,96,56,104,128,88,56,112,136,112,64,128,0,0,0,0,104,96,48,104,104,104,0,0,0,0,0,0,128,128,56,144,120,152,64,152,128,176,80,176,112,128,48,136,120,152,64,152,120,176,80,176,0,0,0,0,0,0,0,0,120,80,56,96,112,80,0,0,32.984845,32.984845,0,0,82.36504113,82.36504113,0,0,0,0,53.66563146,53.66563146,68.35202996,68.35202996,0,0,0,0,0,0,0,0,73.75635566,73.75635566,64.49806199,64.49806199,0
104,80,56,104,112,96,48,104,120,96,0,0,0,0,0,0,0,0,0,0,104,96,0,0,0,0,0,0,0,0,0,0,128,128,40,144,120,152,48,176,128,176,32,200,120,128,48,144,112,152,48,168,120,176,80,176,0,0,56,96,104,80,56,96,112,80,48,96,112,80,0,0,32.984845,40,0,0,104.3072385,111.1395519,0,0,0,0,82.36504113,86.53323061,89.4427191,93.29523032,0,0,73.75635566,80,0,0,0,0,64.49806199,72.44308111,72.44308111,80.39900497,0
104,80,56,104,112,96,48,112,120,96,0,0,128,112,0,0,0,0,0,0,96,96,56,112,88,96,56,128,88,80,0,0,120,128,40,144,120,152,48,168,120,184,72,184,112,128,48,144,112,152,56,168,120,184,72,184,0,0,48,96,104,80,0,0,112,80,0,0,112,80,0,0,32,32,0,0,100.2397127,104.3072385,0,0,0,0,68.81860214,75.47184906,75.47184906,82.36504113,40,0,73.75635566,80,75.47184906,0,80,0,64.49806199,72.44308111,72.44308111,80.39900497,0
0,0,56,104,112,88,48,112,128,88,48,112,136,104,56,128,0,0,56,144,104,88,0,0,88,88,0,0,0,0,0,0,128,128,40,144,120,152,48,168,128,176,72,184,112,128,40,144,120,152,56,168,120,184,72,184,0,0,56,96,0,0,56,96,120,80,48,96,112,80,0,0,40,32.984845,0,0,0,0,0,58.24087911,0,73.75635566,68.81860214,75.47184906,82.36504113,89.4427191,0,0,80,80,0,0,0,0,80.39900497,80.39900497,80.39900497,80.39900497,0
112,80,56,104,120,96,48,112,128,96,40,112,136,112,40,128,0,0,0,0,104,96,0,0,96,96,0,0,88,80,0,0,128,128,40,144,120,152,48,168,128,184,64,184,112,128,48,144,120,152,56,168,120,184,64,184,0,0,48,96,0,0,56,96,120,80,48,96,112,80,0,0,32.984845,32,0,0,104.3072385,108.8117641,0,0,0,0,68.81860214,75.47184906,82.36504113,89.4427191,40,0,80,80,75.47184906,0,80,0,72.44308111,72.44308111,80.39900497,80.39900497,0
0,0,56,104,120,96,48,112,128,96,0,0,136,112,0,0,0,0,0,0,104,96,0,0,88,96,0,0,88,88,0,0,128,128,40,152,120,152,48,176,128,184,40,200,112,128,48,144,120,160,56,176,128,184,48,200,0,0,48,104,0,0,0,0,120,88,0,0,112,88,0,0,32.984845,32,0,0,0,0,0,0,0,0,73.75635566,80,86.53323061,93.29523032,35.77708764,0,85.0411665,80,68.81860214,0,80,0,73.75635566,72.44308111,80.39900497,80,0
112,88,56,104,120,96,48,112,128,96,48,112,136,120,56,128,0,0,0,0,112,96,40,112,96,104,32,120,96,96,0,0,128,128,48,144,120,160,48,176,128,184,48,192,120,136,40,144,120,160,48,176,128,184,48,192,0,0,56,96,0,0,0,0,120,88,48,96,112,88,0,0,40,32.984845,0,0,108.8117641,108.8117641,0,0,0,0,82.36504113,82.36504113,93.29523032,93.29523032,40.79215611,0,85.0411665,85.0411665,73.75635566,0,67.88225099,0,81.58431222,81.58431222,73.75635566,73.75635566,0
0,0,56,104,120,96,48,104,128,96,40,104,136,112,40,128,0,0,0,0,112,96,56,104,104,104,72,104,96,104,0,0,136,128,40,144,128,152,48,168,136,176,48,192,120,128,56,144,120,152,48,176,128,184,48,200,0,0,56,96,0,0,56,96,128,88,48,96,120,80,56,96,32,40.79215611,0,0,0,0,0,0,0,0,86.53323061,82.36504113,100.2397127,96.66436779,40,0,80,86.53323061,56.56854249,0,68.81860214,0,64.49806199,72.44308111,80.39900497,88.36288814,0
120,80,56,96,128,96,48,104,136,96,40,104,144,112,40,120,136,128,0,0,120,96,56,104,104,112,64,104,0,0,0,0,136,128,40,144,128,152,48,168,136,176,48,192,120,128,48,144,120,152,48,168,128,184,48,192,0,0,56,96,120,80,0,0,128,88,48,96,120,88,56,96,32.984845,40,0,0,113.7013632,113.7013632,0,0,0,0,82.36504113,82.36504113,96.66436779,96.66436779,0,86.16263691,85.0411665,91.21403401,0,89.4427191,0,97.32420048,72.44308111,80.39900497,80.39900497,88.36288814,0
120,88,56,96,128,96,48,104,136,96,0,0,144,120,0,0,0,0,0,0,120,96,40,104,112,112,0,0,104,120,0,0,136,136,40,144,128,152,48,168,136,176,48,192,120,136,40,144,120,152,48,168,128,184,48,200,0,0,48,96,0,0,0,0,136,88,0,0,120,88,0,0,40.79215611,40.79215611,0,0,107.6289924,107.6289924,0,0,0,0,78.79086241,78.79086241,93.63759929,93.63759929,53.66563146,0,85.0411665,91.21403401,68.35202996,0,68.35202996,0,80.39900497,88.36288814,80.39900497,88.36288814,0
112,88,56,96,128,104,40,112,136,104,48,112,144,120,56,120,0,0,72,128,120,104,40,104,120,120,56,120,120,136,72,120,136,136,40,144,136,160,48,168,144,176,48,192,128,136,40,144,128,160,48,168,136,184,48,192,0,0,48,96,0,0,0,0,128,88,48,96,120,88,0,0,32,32,51.2249939,56.56854249,102.4499878,102.4499878,58.24087911,56.56854249,65.96969001,64.49806199,86.16263691,86.16263691,93.63759929,93.63759929,75.47184906,0,96.33275663,102.4499878,80.39900497,0,80.39900497,0,89.4427191,97.32420048,89.4427191,97.32420048,0
112,88,56,96,128,104,48,104,136,104,40,104,144,120,56,120,0,0,72,120,120,104,0,0,120,120,0,0,120,136,0,0,136,136,40,144,136,160,48,168,144,176,48,192,120,136,48,144,128,160,48,168,144,176,48,200,0,0,48,96,0,0,0,0,128,96,48,96,120,88,0,0,32.984845,40,0,51.2249939,102.4499878,102.4499878,0,50.59644256,0,65.96969001,78.79086241,78.79086241,93.63759929,93.63759929,75.47184906,0,96.33275663,102.4499878,72.44308111,0,80.39900497,0,81.58431222,89.4427191,89.4427191,97.32420048,0
112,88,56,96,128,104,48,104,136,96,40,104,144,120,56,120,0,0,72,120,120,104,0,0,112,120,0,0,112,136,0,0,136,136,40,144,136,160,40,168,144,184,16,192,120,136,48,144,120,160,48,168,120,192,40,200,0,0,48,96,112,88,0,0,128,88,48,96,120,88,0,0,32.984845,40,0,51.2249939,102.4499878,107.6289924,0,50.59644256,0,65.96969001,78.79086241,86.16263691,93.63759929,101.1928851,68.81860214,0,90.50966799,102.4499878,64.49806199,0,72.44308111,0,73.75635566,89.4427191,81.58431222,97.32420048,0
112,88,56,96,128,96,48,104,136,96,40,104,144,120,56,120,0,0,72,120,120,104,0,0,120,120,0,0,112,136,0,0,136,136,40,144,128,160,40,168,144,184,0,0,128,136,48,144,120,160,48,176,120,192,40,200,0,0,48,96,112,88,0,0,128,88,48,96,120,88,0,0,40,40,0,51.2249939,108.8117641,107.6289924,0,58.24087911,0,65.96969001,89.4427191,93.63759929,96.66436779,101.1928851,68.81860214,0,90.50966799,96.33275663,64.49806199,0,72.44308111,0,73.75635566,81.58431222,81.58431222,89.4427191,0
112,88,56,96,128,96,48,104,144,96,0,0,144,120,0,0,0,0,0,0,120,96,0,0,112,120,0,0,112,136,0,0,136,136,40,144,128,160,48,168,136,184,40,200,120,136,48,144,120,160,48,168,120,192,40,200,0,0,48,96,112,88,0,0,0,0,0,0,120,88,0,0,40.79215611,40,0,0,102.4499878,102.4499878,0,0,0,0,78.79086241,78.79086241,93.63759929,93.63759929,68.81860214,0,90.50966799,96.33275663,64.49806199,0,72.44308111,0,73.75635566,81.58431222,81.58431222,89.4427191,0
112,88,56,96,128,104,56,104,144,104,48,104,144,120,40,128,144,136,48,144,112,104,64,104,104,120,72,112,0,0,80,112,136,136,48,144,128,168,48,168,128,192,40,192,120,136,56,144,120,160,48,168,128,192,48,192,0,0,56,96,0,0,0,0,128,88,48,96,120,88,0,0,32.984845,40,40,85.0411665,102.4499878,102.4499878,46.64761516,72.44308111,60.92618485,88.36288814,78.79086241,78.79086241,93.63759929,93.63759929,0,96.66436779,90.50966799,101.8233765,0,88.36288814,0,96.33275663,65.96969001,75.89466384,73.75635566,83.52245207,0
0,0,64,96,128,104,56,104,136,104,48,104,144,120,64,112,0,0,80,112,112,104,0,0,104,120,0,0,0,0,0,0,136,136,48,144,128,168,48,168,128,192,48,192,120,136,56,144,112,160,56,168,120,192,48,192,0,0,56,88,0,0,64,88,128,88,56,96,120,88,0,0,32.984845,40,0,0,0,0,0,46.64761516,0,60.92618485,71.55417528,78.79086241,86.16263691,93.63759929,0,0,80,96.33275663,0,0,0,0,58.24087911,75.89466384,65.96969001,83.52245207,0
0,0,64,96,128,104,56,104,136,104,48,104,144,120,40,120,0,0,0,0,112,104,64,104,104,112,72,112,0,0,72,104,136,136,48,144,128,160,48,168,128,192,48,192,120,136,64,136,112,160,56,168,120,192,48,192,0,0,56,88,0,0,64,88,128,88,56,88,120,88,0,0,32.984845,32.984845,0,0,0,0,57.68882041,0,71.55417528,0,71.55417528,78.79086241,86.16263691,93.63759929,0,0,80,90.50966799,0,0,0,0,53.66563146,68.35202996,65.96969001,81.58431222,0
0,0,64,88,128,96,64,104,144,96,56,104,144,120,56,128,144,136,64,136,112,96,72,96,112,120,88,104,0,0,0,0,136,136,48,136,128,160,56,168,136,184,48,192,120,136,64,136,120,160,64,168,136,184,56,192,0,0,64,88,0,0,0,0,128,88,56,88,120,88,0,0,40.79215611,32,0,0,0,0,0,56,0,72,64.49806199,71.55417528,78.79086241,86.16263691,0,93.29523032,91.21403401,96.33275663,0,80,0,96,60.92618485,68.35202996,75.89466384,83.52245207,0
0,0,64,88,128,96,64,96,136,96,56,96,144,120,48,120,144,136,72,104,112,96,0,0,104,104,0,0,0,0,0,0,136,136,56,128,128,160,64,152,136,184,56,176,120,136,64,128,112,160,72,152,112,184,56,184,0,0,64,80,0,0,64,80,128,80,56,80,120,80,0,0,40.79215611,32,0,0,0,0,0,57.68882041,0,71.55417528,50.59644256,58.24087911,65.96969001,73.75635566,0,93.29523032,86.53323061,96.33275663,0,80.39900497,0,88.36288814,57.68882041,71.55417528,64.49806199,78.79086241,0
0,0,64,80,128,96,64,88,136,96,56,96,144,112,0,0,144,128,0,0,112,88,72,88,112,112,88,96,0,0,80,80,136,128,56,128,128,152,64,152,136,176,56,176,120,128,64,128,112,152,72,152,104,184,56,176,0,0,64,80,0,0,0,0,128,80,56,80,120,80,64,80,32.984845,40,0,0,0,0,62.48199741,0,73.75635566,0,53.66563146,60.92618485,68.35202996,75.89466384,0,93.29523032,86.53323061,96.33275663,0,80,0,88,53.66563146,68.35202996,60.92618485,75.89466384,0
0,0,64,80,120,88,64,96,136,88,56,96,144,112,48,112,0,0,56,128,112,88,72,88,0,0,88,96,0,0,88,88,136,128,56,128,128,152,64,152,136,176,56,176,120,128,64,128,120,152,72,144,136,176,56,176,0,0,64,80,0,0,0,0,128,80,56,80,120,80,64,80,40,32,0,0,0,0,51.2249939,64,62.48199741,80,50.59644256,60.92618485,65.96969001,75.89466384,0,0,91.21403401,96.33275663,0,0,0,0,60.92618485,68.35202996,68.35202996,75.89466384,0
0,0,64,80,120,88,64,96,136,88,56,96,144,104,48,112,144,128,56,128,112,88,72,88,104,104,88,96,0,0,0,0,128,128,56,128,128,152,64,152,136,176,56,176,112,128,64,128,120,152,72,152,136,176,56,176,0,0,64,80,0,0,0,0,128,80,56,80,120,80,0,0,40.79215611,32,0,0,0,0,0,56,0,72,46.64761516,53.66563146,60.92618485,68.35202996,0,93.29523032,91.21403401,96.33275663,0,80,0,88,60.92618485,68.35202996,68.35202996,75.89466384,0
0,0,64,80,120,88,64,96,128,88,56,96,136,104,48,112,0,0,0,0,104,88,72,88,104,104,0,0,104,120,0,0,128,128,56,128,128,152,64,152,136,176,56,176,112,128,64,128,120,152,64,152,136,176,56,176,0,0,64,80,0,0,0,0,128,80,56,80,112,80,64,80,40.79215611,32,0,0,0,0,0,0,0,0,53.66563146,53.66563146,68.35202996,68.35202996,56.56854249,0,91.21403401,96.33275663,40.79215611,0,48.66210024,0,60.92618485,68.35202996,68.35202996,75.89466384,0
64,80,0,0,64,88,112,88,48,96,128,88,40,104,0,0,0,0,0,0,72,88,0,0,96,96,0,0,0,0,0,0,56,128,128,120,56,152,128,152,48,176,136,176,64,128,112,128,64,152,120,152,56,176,136,176,64,80,0,0,0,0,0,0,56,80,0,0,64,80,0,0,40,40,0,0,91.21403401,96.33275663,0,0,0,0,60.92618485,68.35202996,68.35202996,75.89466384,0,0,0,0,0,0,0,0,53.66563146,60.92618485,71.55417528,78.79086241,0
64,80,0,0,64,88,96,88,48,96,112,88,40,104,128,104,0,0,0,0,80,88,0,0,80,112,0,0,0,0,0,0,56,128,120,120,56,152,128,152,56,176,136,176,72,128,112,120,72,144,128,152,0,0,136,176,64,80,0,0,0,0,0,0,56,80,0,0,64,80,0,0,40.79215611,35.77708764,0,0,96.33275663,96.33275663,0,0,0,0,60.92618485,60.92618485,75.89466384,75.89466384,0,0,0,0,0,0,0,0,46.64761516,64.49806199,53.66563146,71.55417528,0
0,0,0,0,104,88,64,88,112,88,72,88,128,104,88,104,0,0,0,0,88,88,48,88,96,104,40,104,0,0,0,0,120,120,72,128,128,144,64,152,136,176,56,176,112,128,64,128,128,152,56,152,136,176,56,176,0,0,0,0,0,0,0,0,104,80,64,80,96,80,56,80,40.79215611,40,0,0,0,0,0,0,0,0,60.92618485,53.66563146,71.55417528,64.49806199,0,0,0,0,0,0,0,0,68.35202996,65.96969001,60.92618485,58.24087911,0
88,88,48,80,104,96,56,88,88,96,48,96,88,104,40,104,0,0,0,0,112,88,64,88,128,104,0,0,120,120,0,0,104,128,64,120,104,152,72,152,104,176,64,176,120,128,72,120,128,144,72,152,136,168,64,176,0,0,0,0,88,88,0,0,88,88,48,80,96,80,56,80,35.77708764,35.77708764,0,0,65.96969001,65.96969001,0,0,0,0,53.66563146,53.66563146,40,40,82.36504113,0,102.4499878,91.21403401,48,0,56,0,60.92618485,45.254834,68.35202996,51.2249939,0
88,88,0,0,104,96,64,104,88,96,0,0,88,112,0,0,96,120,0,0,112,88,56,104,120,104,40,112,0,0,0,0,112,120,72,136,120,152,80,152,136,168,0,0,120,120,64,136,120,144,72,160,136,168,72,184,0,0,0,0,88,80,0,0,0,0,0,0,96,80,56,96,28.8444102,32,0,0,73.75635566,64.49806199,0,0,0,0,62.48199741,51.2249939,56.56854249,45.254834,0,0,0,0,0,35.77708764,0,28.8444102,56.56854249,58.24087911,48.66210024,50.59644256,0
88,88,56,104,96,96,64,112,88,96,0,0,0,0,0,0,0,0,0,0,104,96,56,112,112,112,40,120,0,0,0,0,112,128,64,144,120,152,72,168,136,176,64,184,112,128,72,144,120,152,72,168,136,176,64,184,0,0,0,0,88,88,0,0,0,0,0,0,96,88,56,104,35.77708764,32.984845,0,0,81.58431222,81.58431222,0,0,0,0,56.56854249,56.56854249,56.56854249,56.56854249,0,0,80,80,0,0,0,0,48.66210024,48.66210024,56.56854249,56.56854249,0
56,112,88,96,56,120,96,104,48,120,88,104,40,128,88,120,0,0,0,0,72,120,104,104,80,136,112,120,80,144,0,0,56,152,104,136,56,176,112,160,64,192,120,184,72,152,112,136,64,176,112,160,64,192,128,184,56,104,0,0,56,104,88,88,56,112,88,96,64,104,96,88,35.77708764,35.77708764,0,0,73.75635566,73.75635566,0,0,0,0,40.79215611,40.79215611,56.56854249,56.56854249,48.66210024,0,83.52245207,86.16263691,32.984845,0,25.29822128,0,62.48199741,68.81860214,56.56854249,62.48199741,0
56,112,88,96,64,120,96,104,48,120,0,0,40,136,0,0,48,144,0,0,72,120,0,0,80,136,0,0,88,152,0,0,56,160,112,136,56,184,120,160,64,192,120,192,72,152,104,136,72,176,112,160,0,0,120,192,0,0,88,88,64,112,88,88,56,112,0,0,64,112,96,88,32.984845,32.984845,0,0,73.75635566,80,0,0,0,0,40.79215611,48.66210024,56,64,56,62.48199741,81.58431222,93.63759929,22.627417,56.56854249,28.8444102,64.49806199,51.2249939,67.88225099,56.56854249,73.75635566,0
64,120,96,96,64,128,104,104,48,128,0,0,40,144,0,0,0,0,0,0,80,128,0,0,88,152,0,0,88,160,0,0,56,160,112,128,56,184,112,168,64,200,120,192,72,160,112,128,64,184,112,168,64,200,120,192,56,112,0,0,64,112,0,0,56,120,0,0,72,120,0,0,32.984845,25.29822128,0,0,67.88225099,67.88225099,0,0,0,0,40.79215611,40.79215611,56.56854249,56.56854249,64.49806199,0,93.63759929,96.66436779,40,0,40,0,73.75635566,79.19595949,73.75635566,79.19595949,0
0,0,88,104,0,0,96,120,0,0,0,0,0,0,0,0,0,0,0,0,96,120,0,0,80,136,0,0,72,136,0,0,0,0,112,152,0,0,96,176,0,0,0,0,0,0,104,152,0,0,96,176,0,0,104,208,0,0,0,0,0,0,0,0,0,0,0,0,88,104,0,0,0,32.984845,0,0,0,0,0,0,0,0,0,0,0,0,35.77708764,0,0,0,35.77708764,0,43.08131846,0,0,0,0,0,0
0,0,96,72,168,72,96,88,176,80,0,0,0,0,0,0,0,0,0,0,152,72,88,88,136,80,88,104,0,0,0,0,160,112,96,120,152,136,104,144,160,168,96,168,160,112,96,120,152,136,104,144,160,168,96,168,0,0,0,0,0,0,0,0,168,64,0,0,0,0,0,0,40.79215611,32,0,0,0,0,0,0,0,0,64.49806199,64.49806199,64.49806199,64.49806199,0,0,85.0411665,85.0411665,0,0,0,0,58.24087911,58.24087911,58.24087911,58.24087911,0
0,0,96,72,168,72,96,88,176,80,0,0,0,0,0,0,0,0,0,0,152,72,88,88,136,80,88,104,0,0,0,0,160,112,96,120,152,136,104,144,160,168,96,168,160,112,96,120,152,136,104,144,160,168,96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,72,40.79215611,32,0,0,0,0,0,0,0,0,64.49806199,64.49806199,64.49806199,64.49806199,0,0,85.0411665,85.0411665,0,0,0,0,58.24087911,58.24087911,58.24087911,58.24087911,0
0,0,96,72,168,72,96,88,176,80,0,0,0,0,0,0,0,0,0,0,152,72,88,88,136,80,88,104,0,0,0,0,160,112,96,120,152,136,104,144,160,168,96,168,160,112,96,120,152,136,104,144,160,168,96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,72,40.79215611,32,0,0,0,0,0,0,0,0,64.49806199,64.49806199,64.49806199,64.49806199,0,0,85.0411665,85.0411665,0,0,0,0,58.24087911,58.24087911,58.24087911,58.24087911,0
72,88,0,0,88,88,160,72,0,0,0,0,0,0,0,0,0,0,0,0,96,88,0,0,0,0,0,0,0,0,0,0,96,120,152,104,104,144,144,136,104,168,160,168,104,120,152,112,104,136,144,136,96,168,152,168,0,0,0,0,72,88,0,0,0,0,0,0,80,80,0,0,35.77708764,40.79215611,0,0,86.53323061,86.53323061,0,0,0,0,43.08131846,43.08131846,50.59644256,50.59644256,0,0,0,0,0,0,0,0,53.66563146,57.68882041,57.68882041,62.48199741,0
160,72,72,88,160,80,96,88,0,0,0,0,0,0,0,0,0,0,0,0,168,80,0,0,0,0,0,0,0,0,0,0,152,104,96,120,144,136,104,144,152,168,96,168,160,104,96,120,144,136,104,144,152,168,96,168,0,0,0,0,0,0,0,0,0,0,0,0,160,72,0,0,24,32,0,0,91.21403401,91.21403401,0,0,0,0,68.81860214,68.81860214,62.48199741,62.48199741,0,0,86.53323061,86.53323061,0,0,0,0,50.59644256,50.59644256,50.59644256,50.59644256,0
104,72,144,72,96,80,152,80,0,0,0,0,0,0,0,0,0,0,0,0,104,80,160,80,112,96,144,96,0,0,136,88,96,112,152,112,96,136,136,136,96,160,152,168,104,112,152,112,96,136,136,136,96,168,152,168,0,0,0,0,0,0,152,72,0,0,0,0,104,72,152,72,32.984845,32,35.77708764,0,71.55417528,71.55417528,40,0,46.64761516,0,40,40,46.64761516,46.64761516,0,0,80,80,0,0,0,0,60.92618485,60.92618485,60.92618485,60.92618485,0
104,72,144,72,96,80,152,80,0,0,0,0,0,0,0,0,0,0,0,0,104,80,160,80,112,96,144,96,0,0,136,88,96,112,152,112,96,136,136,136,96,160,152,168,104,112,152,112,96,136,136,136,96,168,152,168,0,0,0,0,0,0,152,72,0,0,0,0,104,72,152,72,32.984845,32,35.77708764,0,71.55417528,71.55417528,40,0,46.64761516,0,40,40,46.64761516,46.64761516,0,0,80,80,0,0,0,0,60.92618485,60.92618485,60.92618485,60.92618485,0
128,72,104,80,144,80,96,88,152,80,96,88,0,0,104,96,0,0,0,0,136,80,88,88,128,88,88,104,120,88,0,0,152,112,96,112,144,136,96,136,152,168,80,168,152,112,88,120,144,136,88,136,152,168,88,168,0,0,104,72,0,0,0,0,0,0,96,72,136,72,88,72,32.984845,32.984845,0,0,75.47184906,71.55417528,0,0,0,0,68.35202996,60.92618485,68.35202996,60.92618485,17.88854382,0,68.81860214,68.81860214,45.254834,0,33.9411255,0,58.24087911,58.24087911,53.66563146,53.66563146,0
128,72,96,72,144,80,88,88,152,80,96,88,160,88,96,96,0,0,0,0,128,80,80,88,120,96,80,104,112,88,0,0,152,112,88,120,144,136,88,144,144,168,80,168,144,112,88,120,136,136,88,144,144,168,80,168,0,0,96,72,128,72,0,0,144,72,88,72,136,72,88,80,32,32,0,0,82.36504113,82.36504113,0,0,0,0,64.49806199,64.49806199,71.55417528,71.55417528,22.627417,0,75.47184906,80,40,0,40,0,50.59644256,58.24087911,50.59644256,58.24087911,0
128,72,96,80,136,80,88,88,152,80,88,88,0,0,96,96,0,0,0,0,128,80,80,88,120,88,80,104,112,96,0,0,152,112,88,120,144,144,88,144,152,168,80,168,144,112,80,120,136,144,88,144,144,168,80,168,0,0,96,72,128,72,0,0,136,72,88,72,136,72,0,0,32.984845,32.984845,0,0,82.36504113,82.36504113,0,0,0,0,64.49806199,64.49806199,71.55417528,71.55417528,22.627417,0,75.47184906,80,40,0,33.9411255,0,60.92618485,68.35202996,53.66563146,60.92618485,0
88,72,128,72,80,88,136,80,88,88,144,80,0,0,152,96,0,0,0,0,72,88,128,80,72,104,112,88,72,120,0,0,88,120,144,120,88,136,144,144,72,168,160,168,80,120,136,120,80,144,128,144,72,168,136,168,88,72,0,0,0,0,0,0,80,72,136,72,80,80,136,64,32,40,0,0,82.36504113,91.21403401,0,0,0,0,53.66563146,68.35202996,46.64761516,60.92618485,73.75635566,0,86.53323061,75.47184906,64,0,72,0,60.92618485,50.59644256,68.35202996,58.24087911,0
88,72,128,72,80,88,136,80,88,88,144,80,88,96,152,96,0,0,0,0,72,88,128,80,72,104,112,88,72,120,0,0,88,120,144,120,88,144,144,144,72,168,160,168,80,120,136,120,80,144,128,144,72,168,136,168,88,72,0,0,0,0,0,0,80,72,136,72,80,80,128,72,32,40,0,0,82.36504113,91.21403401,0,0,0,0,53.66563146,68.35202996,46.64761516,60.92618485,73.75635566,0,86.53323061,82.36504113,64,0,72,0,60.92618485,53.66563146,68.35202996,60.92618485,0
128,72,88,72,136,80,80,88,144,80,88,88,152,96,104,96,0,0,0,0,128,80,72,88,112,88,72,104,0,0,0,0,144,120,80,120,144,144,88,144,160,168,72,168,136,120,80,120,128,144,80,144,136,168,72,168,0,0,88,72,128,64,0,0,136,72,80,72,128,72,80,80,40,32,0,0,86.53323061,82.36504113,0,0,0,0,60.92618485,53.66563146,68.35202996,60.92618485,0,0,82.36504113,91.21403401,0,0,0,0,53.66563146,68.35202996,53.66563146,68.35202996,0
128,72,88,72,136,80,80,80,152,88,88,88,152,96,88,96,0,0,0,0,128,80,72,88,120,88,72,104,0,0,72,120,144,120,80,120,152,144,80,144,160,168,80,168,128,120,80,120,120,144,80,144,136,168,72,168,0,0,88,72,128,72,0,0,144,72,80,72,136,72,80,72,40.79215611,40,73.75635566,0,86.53323061,86.53323061,56,0,72,0,53.66563146,53.66563146,68.35202996,68.35202996,0,0,78.79086241,96.33275663,0,0,0,0,46.64761516,75.89466384,46.64761516,75.89466384,0
